,names,n
533,"('ALFARO', 'AHUMADA')",1
534,"('ALFARO', 'ALFARO')",1
535,"('ALFARO', 'ALMEYDA')",1
536,"('ALFARO', 'ARAYA')",5
537,"('ALFARO', 'BACOVICH')",2
538,"('ALFARO', 'BUGUENO')",2
539,"('ALFARO', 'BURGOS')",1
540,"('ALFARO', 'BUSTAMANTE')",1
541,"('ALFARO', 'CACERES')",2
542,"('ALFARO', 'CARO')",1
543,"('ALFARO', 'CARPIO')",1
544,"('ALFARO', 'CARRETERO')",1
545,"('ALFARO', 'CASTILLO')",1
546,"('ALFARO', 'CERDA')",2
547,"('ALFARO', 'CONTRERAS')",1
548,"('ALFARO', 'CORNEJO')",1
549,"('ALFARO', 'CORREA')",1
550,"('ALFARO', 'CORTES')",9
551,"('ALFARO', 'DE LA VEGA')",2
552,"('ALFARO', 'DELGADO')",1
553,"('ALFARO', 'DIAZ')",5
554,"('ALFARO', 'DONOSO')",2
555,"('ALFARO', 'ESCOBAR')",2
556,"('ALFARO', 'FRITIS')",1
557,"('ALFARO', 'GARNICA')",1
558,"('ALFARO', 'GERALDO')",2
559,"('ALFARO', 'GODOY')",1
560,"('ALFARO', 'GONZALEZ')",7
561,"('ALFARO', 'GUTIERREZ')",3
562,"('ALFARO', 'HENRIQUEZ')",3
563,"('ALFARO', 'HERRERA')",2
564,"('ALFARO', 'HRZIC')",1
565,"('ALFARO', 'IGUAIN')",1
566,"('ALFARO', 'KONG')",1
567,"('ALFARO', 'LABBE')",1
568,"('ALFARO', 'LAZCANO')",1
569,"('ALFARO', 'MALDONADO')",1
570,"('ALFARO', 'MANCILLA')",1
571,"('ALFARO', 'MARTINEZ')",2
572,"('ALFARO', 'MATURANA')",1
573,"('ALFARO', 'MERELLO')",1
574,"('ALFARO', 'MILLA')",2
575,"('ALFARO', 'MIRANDA')",4
576,"('ALFARO', 'MOLINA')",3
577,"('ALFARO', 'MONDACA')",1
578,"('ALFARO', 'MONTIEL')",1
579,"('ALFARO', 'MORALES')",4
580,"('ALFARO', 'PALACIOS')",1
581,"('ALFARO', 'PALLEROS')",1
582,"('ALFARO', 'PASTEN')",3
583,"('ALFARO', 'PERALTA')",1
584,"('ALFARO', 'PINTO')",1
585,"('ALFARO', 'PIZARRO')",4
586,"('ALFARO', 'QUEUPO')",1
587,"('ALFARO', 'QUIROZ')",1
588,"('ALFARO', 'QUISPE')",1
589,"('ALFARO', 'REINOSO')",1
590,"('ALFARO', 'REYES')",2
591,"('ALFARO', 'ROBLES')",1
592,"('ALFARO', 'RODRIGUEZ')",1
593,"('ALFARO', 'ROJAS')",9
594,"('ALFARO', 'SANCHEZ')",1
595,"('ALFARO', 'SANTANDER')",1
596,"('ALFARO', 'SOTO')",3
597,"('ALFARO', 'TALAMILLA')",1
598,"('ALFARO', 'TAPIA')",5
599,"('ALFARO', 'TORO')",1
600,"('ALFARO', 'TORRES')",3
601,"('ALFARO', 'URRUTIA')",1
602,"('ALFARO', 'VALDIVIA')",2
603,"('ALFARO', 'VARAS')",1
604,"('ALFARO', 'VARGAS')",5
605,"('ALFARO', 'ZAPATA')",2
606,"('ALFARO', 'ZUNIGA')",1
607,"('ALFONZO', 'SANDOVAL')",1
608,"('ALFRED', 'ROBERT')",1
609,"('ALIAGA', 'ARANGUIZ')",1
610,"('ALIAGA', 'BRAVO')",2
611,"('ALIAGA', 'DIAZ')",1
612,"('ALIAGA', 'HERRERA')",1
613,"('ALIAGA', 'LEPPE')",1
614,"('ALIAGA', 'MADRID')",1
615,"('ALIAGA', 'MAMANI')",1
616,"('ALIAGA', 'WONG')",1
617,"('ALIAZ', 'GALLO')",1
618,"('ALISTE', 'ASTORGA')",1
619,"('ALISTE', 'HERRERA')",1
620,"('ALISTE', 'JOFRE')",1
